# unified_batch: max_base=20, sizes [3, 6], k in [1, 2]
# 30542 coprime BaseSets enumerated
# A                              k   R        route   c*           T*           extra       
  {3,5,9,10,15,18}               1   1.116    CFH     16           81           step=7 
  {3,5,9,10,15,18}               2   1.116    CFH     2019         10000        step=10 
  {3,5,9,10,15,19}               1   1.113    CFH     16           81           step=7 
  {3,5,9,10,15,19}               2   1.113    CFH     1861         10000        step=10 
  {3,5,9,10,15,20}               1   1.11     CFH     16           81           step=7 
  {3,5,9,10,15,20}               2   1.11     CFH     4167         8000         step=10 
  {3,5,9,10,16,17}               1   1.115    CFH     11           81           step=7 
  {3,5,9,10,16,17}               2   1.115    CFH     1898         59049        step=6 
  {3,5,9,10,16,18}               1   1.112    CFH     20           81           step=7 
  {3,5,9,10,16,18}               2   1.112    CFH     1861         59049        step=6 
  {3,5,9,10,16,19}               1   1.108    CFH     20           81           step=7 
  {3,5,9,10,16,19}               2   1.108    CFH     1898         59049        step=7 
  {3,5,9,10,16,20}               1   1.105    CFH     11           81           step=7 
  {3,5,9,10,16,20}               2   1.105    CFH     3752         8000         step=11 
  {3,5,9,10,17,18}               1   1.107    CFH     16           81           step=7 
  {3,5,9,10,17,18}               2   1.107    CFH     4894         59049        step=7 
  {3,5,9,10,17,19}               1   1.104    CFH     16           81           step=7 
  {3,5,9,10,17,19}               2   1.104    CFH     1942         59049        step=7 
  {3,5,9,10,17,20}               1   1.101    CFH     16           81           step=7 
  {3,5,9,10,17,20}               2   1.101    CFH     5023         8000         step=11 
  {3,5,9,10,18,19}               1   1.1      CFH     20           81           step=7 
  {3,5,9,10,18,19}               2   1.1      CFH     6930         59049        step=7 
  {3,5,9,10,18,20}               1   1.098    CFH     16           81           step=7 
  {3,5,9,10,18,20}               2   1.098    CFH     10151        59049        step=7 
  {3,5,9,10,19,20}               1   1.094    CFH     16           81           step=7 
  {3,5,9,10,19,20}               2   1.094    CFH     7185         8000         step=11 
  {3,5,9,11,12,13}               1   1.149    CFH     10           81           step=7 
  {3,5,9,11,12,13}               2   1.149    CFH     1697         14641        step=8 
  {3,5,9,11,12,14}               1   1.143    CFH     13           81           step=7 
  {3,5,9,11,12,14}               2   1.143    CFH     2165         2744         step=9 
  {3,5,9,11,12,15}               1   1.137    CFH     103          625          step=8 
  {3,5,9,11,12,15}               2   1.137    CFH     2309         3125         step=8 
  {3,5,9,11,12,16}               1   1.133    CFH     22           121          step=8 
  {3,5,9,11,12,16}               2   1.133    CFH     2403         3125         step=8 
  {3,5,9,11,12,17}               1   1.128    CFH     13           81           step=7 
  {3,5,9,11,12,17}               2   1.128    CFH     2156         3125         step=8 
  {3,5,9,11,12,18}               1   1.125    CFH     22           121          step=9 
  {3,5,9,11,12,18}               2   1.125    CFH     1674         3125         step=8 
  {3,5,9,11,12,19}               1   1.121    CFH     13           81           step=7 
  {3,5,9,11,12,19}               2   1.121    CFH     2309         14641        step=8 
  {3,5,9,11,12,20}               1   1.119    CFH     22           121          step=9 
  {3,5,9,11,12,20}               2   1.119    CFH     3123         8000         step=8 
  {3,5,9,11,13,14}               1   1.135    CFH     15           81           step=7 
  {3,5,9,11,13,14}               2   1.135    CFH     2986         2744         step=9 
  {3,5,9,11,13,15}               1   1.13     CFH     10           81           step=7 
  {3,5,9,11,13,15}               2   1.13     CFH     3086         14641        step=8 
  {3,5,9,11,13,16}               1   1.125    CFH     15           81           step=7 
  {3,5,9,11,13,16}               2   1.125    CFH     2148         3125         step=8 
  {3,5,9,11,13,17}               1   1.121    CFH     15           81           step=7 
  {3,5,9,11,13,17}               2   1.121    CFH     1986         3125         step=8 
  {3,5,9,11,13,18}               1   1.117    CFH     15           81           step=7 
  {3,5,9,11,13,18}               2   1.117    CFH     1674         3125         step=8 
  {3,5,9,11,13,19}               1   1.114    CFH     15           81           step=7 
  {3,5,9,11,13,19}               2   1.114    CFH     3086         14641        step=8 
  {3,5,9,11,13,20}               1   1.111    CFH     15           81           step=7 
  {3,5,9,11,13,20}               2   1.111    CFH     2132         8000         step=8 
  {3,5,9,11,14,15}               1   1.123    CFH     13           81           step=7 
  {3,5,9,11,14,15}               2   1.123    CFH     2792         14641        step=8 
  {3,5,9,11,14,16}               1   1.119    CFH     15           81           step=7 
  {3,5,9,11,14,16}               2   1.119    CFH     1838         2744         step=8 
  {3,5,9,11,14,17}               1   1.114    CFH     105          1331         step=9 
  {3,5,9,11,14,17}               2   1.114    CFH     2773         14641        step=8 
  {3,5,9,11,14,18}               1   1.111    CFH     24           121          step=9 
  {3,5,9,11,14,18}               2   1.111    CFH     2021         2744         step=8 
  {3,5,9,11,14,19}               1   1.107    CFH     15           81           step=7 
  {3,5,9,11,14,19}               2   1.107    CFH     2382         14641        step=9 
  {3,5,9,11,14,20}               1   1.105    CFH     24           121          step=9 
  {3,5,9,11,14,20}               2   1.105    CFH     2988         8000         step=10 
  {3,5,9,11,15,16}               1   1.113    CFH     22           121          step=9 
  {3,5,9,11,15,16}               2   1.113    CFH     3213         14641        step=8 
  {3,5,9,11,15,17}               1   1.109    CFH     13           81           step=7 
  {3,5,9,11,15,17}               2   1.109    CFH     3942         14641        step=8 
  {3,5,9,11,15,18}               1   1.105    CFH     22           121          step=9 
  {3,5,9,11,15,18}               2   1.105    CFH     1755         3125         step=8 
  {3,5,9,11,15,19}               1   1.102    CFH     13           81           step=7 
  {3,5,9,11,15,19}               2   1.102    CFH     3213         14641        step=10 
  {3,5,9,11,15,20}               1   1.099    CFH     22           121          step=9 
  {3,5,9,11,15,20}               2   1.099    CFH     4144         8000         step=11 
  {3,5,9,11,16,17}               1   1.104    CFH     15           81           step=7 
  {3,5,9,11,16,17}               2   1.104    CFH     3481         14641        step=9 
  {3,5,9,11,16,18}               1   1.1      CFH     83           324          step=11 
  {3,5,9,11,16,18}               2   1.1      CFH     2000         14641        step=10 
  {3,5,9,11,16,19}               1   1.097    CFH     15           81           step=7 
  {3,5,9,11,16,19}               2   1.097    CFH     3942         14641        step=10 
  {3,5,9,11,16,20}               1   1.094    CFH     103          400          step=10 
  {3,5,9,11,16,20}               2   1.094    CFH     3590         8000         step=11 
  {3,5,9,11,17,18}               1   1.096    CFH     24           121          step=9 
  {3,5,9,11,17,18}               2   1.096    CFH     3942         14641        step=10 
  {3,5,9,11,17,19}               1   1.093    CFH     15           81           step=7 
  {3,5,9,11,17,19}               2   1.093    CFH     4014         14641        step=10 
  {3,5,9,11,17,20}               1   1.09     CFH     24           121          step=9 
  {3,5,9,11,17,20}               2   1.09     CFH     3717         8000         step=11 
  {3,5,9,11,18,19}               1   1.089    CFH     15           81           step=7 
  {3,5,9,11,18,19}               2   1.089    CFH     6294         14641        step=10 
  {3,5,9,11,18,20}               1   1.086    CFH     105          324          step=8 
  {3,5,9,11,18,20}               2   1.086    CFH     1836         3125         step=8 
  {3,5,9,11,19,20}               1   1.083    CFH     15           81           step=8 
  {3,5,9,11,19,20}               2   1.083    CFH     3213         8000         step=11 
  {3,5,9,12,13,14}               1   1.126    CFH     11           81           step=7 
  {3,5,9,12,13,14}               2   1.126    CFH     2496         2744         step=9 
  {3,5,9,12,13,15}               1   1.121    CFH     19           125          step=8 
  {3,5,9,12,13,15}               2   1.121    CFH     2496         3125         step=9 
  {3,5,9,12,13,16}               1   1.116    CFH     11           81           step=7 
  {3,5,9,12,13,16}               2   1.116    CFH     2588         3125         step=8 
  {3,5,9,12,13,17}               1   1.112    CFH     19           81           step=7 
  {3,5,9,12,13,17}               2   1.112    CFH     2569         3125         step=8 
  {3,5,9,12,13,18}               1   1.108    CFH     19           81           step=7 
  {3,5,9,12,13,18}               2   1.108    CFH     2577         3125         step=8 
  {3,5,9,12,13,19}               1   1.105    CFH     11           81           step=7 
  {3,5,9,12,13,19}               2   1.105    CFH     2424         15625        step=8 
  {3,5,9,12,13,20}               1   1.102    CFH     19           81           step=7 
  {3,5,9,12,13,20}               2   1.102    CFH     2588         8000         step=9 
  {3,5,9,12,14,15}               1   1.114    CFH     16           81           step=7 
